start_station_name,start_lat,start_lng
Wyckoff Av & Stanhope St,40.703545,-73.917775
Main St & Plymouth St,40.70378167354831,-73.99073392152786
Suydam St & Knickerbocker Ave,40.702026844,-73.923811913
Fresh Pond Rd & 69 Ave,40.703179479,-73.895447969
Central Ave & Flushing Ave,40.702831,-73.9333
South St & Gouverneur Ln,40.70355377,-74.00670227
Madison St & Woodward Ave,40.70408,-73.90408
Humboldt St & Varet St,40.7031724,-73.940636
Broadway & Battery Pl,40.70463334,-74.01361706
Whitehall St & Bridge St,40.70366170524135,-74.0131813287735
Broad St & Bridge St,40.70365182,-74.01167797
Menahan St & Seneca Ave,40.70461,-73.91054
Lorimer St & Broadway,40.70411791,-73.94818595
Bridge St & Water St,40.702458978,-73.984753728
Hart St & Wyckoff Ave,40.704876,-73.919911
65 St & Otto Rd,40.704046488,-73.89111495
Knickerbocker Ave & George St,40.704425,-73.92836
60 Pl & 67 Ave,40.705025554,-73.899762511
White St & Moore St,40.704508,-73.9351
Railroad Ave & Kay Ave,40.70514807698391,-73.97078096866608
Pearl St & Hanover Square,40.7047177,-74.00926027
Old Slip & South St,40.70336686695866,-74.007867872715
Water St & Gouverneur Ln,40.70469667894968,-74.00803416967392
Onderdonk Ave & Gates Ave,40.70413,-73.90737
McKibbin St & Manhattan Ave,40.705072403,-73.94408989
Little West St & 1 Pl,40.70569254,-74.01677685
Harman St & Seneca Ave,40.70577,-73.91292
Boerum St & Broadway,40.70538077,-73.94976519
Willoughby Ave & Wyckoff Ave,40.705614,-73.92153
Knickerbocker Ave & Thames St,40.70539,-73.92976
Kent Ave & Division Ave,40.706563674670925,-73.9683187007904
Water St &  Fletcher St,40.706410755236135,-74.00559738278389
Madison St & Forest Ave,40.705558419,-73.902511477
Bushwick Ave & McKibbin St,40.705517,-73.93936
Broadway & Morris St,40.706143141,-74.013197541
Menahan St & Onderdonk Ave,40.70553,-73.9096
Leonard St & Boerum St,40.70583339,-73.94644578
Suydam St & St. Nicholas Ave,40.70636,-73.91945
Division Ave & Hooper St,40.706991196,-73.95443058
Wyckoff Av & Jefferson St,40.707165,-73.923711
Irving Ave & Jefferson St,40.705415368,-73.925455093
67 Ave & Fresh Pond Rd,40.70575,-73.89676
64 St & Woodbine St,40.70809,-73.89549
McKibbin St & Bogart St,40.706237,-73.933871
John St & William St,40.70862144,-74.00722156
Maiden Ln & Pearl St,40.70706456,-74.00731853
William St & Pine St,40.707755566,-74.00886333
Cliff St & Fulton St,40.70838,-74.00495
Fairview Ave & Linden St,40.70692575,-73.906159043
Montrose Ave & Bushwick Ave,40.70767788,-73.94016171
Greenwich St & Rector St,40.70806582380646,-74.0135595202446
Woodward Ave & Harman St,40.70793,-73.91092
Scholes St & Lorimer St,40.708323,-73.948732
Jefferson St & Cypress Ave,40.70907,-73.92157
Division Ave & Marcy Ave,40.70708701,-73.95796783
Harrison Pl & Porter Ave,40.70686,-73.92851
Bedford Ave & S 9 St,40.708408475,-73.964136958
Peck Slip & South St,40.7075188830923,-74.00108054280281
60 Pl & Linden St,40.708808184,-73.901654959
Waterbury St & Stagg St,40.710284591,-73.93742609
White St & Johnson Ave,40.707157254,-73.935819864
Liberty St & Broadway,40.70905623,-74.01043382
Greene Ave & Grandview Ave,40.709697,-73.907856
Scholes St & Manhattan Ave,40.70870368,-73.9448625
West Thames St,40.70834698,-74.01713445
South End Ave & Albany St,40.71,-74.02
Onderdonk Ave & Dekalb Ave,40.70863,-73.91497
Willoughby Ave & Onderdonk Ave,40.709790111,-73.917301536
Stagg St & Union Ave,40.70877084,-73.95095259
Stewart Ave & Johnson Ave,40.70869,-73.92587
S 5 Pl & S 5 St,40.710451,-73.960876
Broadway & Roebling St,40.70926106,-73.960624099
Catherine St & Monroe St,40.71117444,-73.99682619
Palmetto St & Traffic Ave,40.709240317,-73.894413233
Broadway & Kent Ave,40.710888,-73.968329
Spruce St & Nassau St,40.71146364,-74.00552427
Fulton St & William St,40.709987998,-74.006684422
Spruce St & Gold St,40.7103231,-74.0043228
60 Pl & Bleecker St,40.71107,-73.903
Bushwick Ave & Stagg St,40.709934473,-73.94008708
Albany St & Greenwich St,40.709267,-74.013247
Stanhope St & Fairview Ave,40.70998,-73.91116
Leonard St & Maujer St,40.710283518,-73.946987391
S 4 St & Rodney St,40.70934,-73.95608
Pike St & Monroe St,40.71173107,-73.99193043
South St & Pike St,40.70991806921533,-73.99161100387573
Metropolitan Ave & 65 Ln,40.71225,-73.89111
Broadway & Berry St,40.71036129922581,-73.96530389785767
St James Pl & Pearl St,40.71117416,-74.00016545
Grove St & Fresh Pond Rd,40.71032,-73.89955
Stagg St & Morgan Ave,40.710681,-73.93372
Fulton St & Broadway,40.711066,-74.009447
Bleecker St & Forest Ave,40.710682034,-73.905258298
Graham Ave & Grand St,40.711863,-73.944024
Cherry St,40.71219906,-73.97948148
West St & Liberty St,40.711444,-74.014847
Hope St & Union Ave,40.71167351,-73.95141312
Madison St & Clinton St,40.71269042,-73.98776323
Clinton St & Cherry St,40.711471394469264,-73.98672603070736
S 4 St & Roebling St,40.71,-73.96
Market St & Cherry St,40.710776806,-73.994012952
65 Ln & Metropolitan Ave,40.7123,-73.89397
S 4 St & Wythe Ave,40.712927341,-73.965954661
Centre St & Chambers St,40.71273266,-74.0046073
Powers St & Olive St,40.713209033,-73.939094186
Barclay St & Church St,40.71291224,-74.01020234
Vesey St & Church St,40.71222,-74.010472
Amory Ct & Metropolitan Ave,40.71298182,-73.909664273
Manhattan Ave & Devoe St,40.713532,-73.9459867
Flushing Ave & Woodward Ave,40.71246,-73.91873
Metropolitan Ave & Flushing Ave,40.713403821,-73.915610909
Rutgers St & Henry St,40.71332151208186,-73.99009689688683
S 3 St & Bedford Ave,40.71260486,-73.96264403
Driggs Ave & S 2 St,40.71235168,-73.960698247
St James Pl & Oliver St,40.71307916,-73.99851193
Metropolitan Ave & Vandervoort Ave,40.714281678,-73.933231354
Reade St & Broadway,40.714780331,-74.005448818
Eliot Ave & 60 Ln,40.713868141,-73.903069854
Bushwick Ave & Powers St,40.71247661,-73.94100005
53 St & Flushing Ave,40.71435,-73.91405
Devoe St & Lorimer St,40.713394523,-73.949000001
Madison St & Montgomery St,40.713154554,-73.984645486
Grand St & Havemeyer St,40.71286844,-73.95698119
Roebling St & N 4 St,40.71469,-73.95739
Pike St & E Broadway,40.71406667,-73.99293911
Forsyth St & Canal St,40.715825677,-73.994258165
Division St & Bowery,40.714193,-73.996732
Market St & Henry St,40.71310702305908,-73.99446353316307
Metropolitan Ave & Stewart Ave,40.71401,-73.92793
S 2 St & Kent Ave,40.71,-73.97
Centre St & Worth St,40.71494807,-74.00234482
Fresh Pond Rd & Eliot Ave,40.71453,-73.90105
Devoe St & Morgan Ave,40.713811,-73.93515
Park Pl & Church St,40.713619351,-74.00923562
Warren St & W Broadway,40.71473993,-74.00910627
Murray St & Greenwich St,40.71485150526252,-74.01122331619263
56 St & Arnold Ave,40.71484,-73.909
Graham Ave & Conselyea St,40.715143,-73.944507
Henry St & Grand St,40.714211,-73.981095
Vesey Pl & River Terrace,40.7153379,-74.01658354
Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386
Union Ave & Jackson St,40.7160751,-73.952029
Clinton St & Grand St,40.71559509,-73.9870295
Canal St & Rutgers St,40.71427487,-73.98990025
Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116
60 Ave & Fresh Pond Rd,40.716951013,-73.902015924
Sharon St & Olive St,40.71534162042448,-73.93865078687668
Stanton St & Mangin St,40.717824578,-73.976259828
West St & Chambers St,40.71754834,-74.01322069
Murray St & West St,40.714631915,-74.012319803
Jackson St & Leonard St,40.716364384,-73.948545575
Bialystoker Pl & Delancey St,40.71622644,-73.98261206
Grand St & Samuel Dickstein Plaza,40.71511871996496,-73.98417055606842
N 7 St & Driggs Ave,40.72,-73.96
Allen St & Hester St,40.71605866,-73.99190759
Orchard St & Grand St,40.717318403855785,-73.99067759513855
Wythe Ave & Metropolitan Ave,40.716887,-73.963198
Bayard St & Baxter St,40.71602118,-73.99974372
Walker St & Baxter St,40.717411,-73.999573
Morgan Ave & Maspeth Ave,40.716657,-73.93637
Hudson St & Reade St,40.71625008,-74.0091059
Leonard St & Church St,40.717571,-74.005549
Duane St & Hudson St,40.717160463,-74.009370446
Church St & Worth St,40.71688538495366,-74.00650128722191
60 St & 60 Rd,40.71592232709503,-73.90601366758347
Withers St & Kingsland Ave,40.7177248,-73.940557122
Columbia St & Rivington St,40.71739973,-73.98016555
River Ter & Warren St,40.71759894980997,-74.01587963104248
Grand Ave & 55 St,40.718913078,-73.914267182
Frost St & Meeker Ave,40.71766197083994,-73.94880026578903
Norfolk St & Broome St,40.7172274,-73.98802084
Berry St & N 8 St,40.719111323,-73.958610892
N 6 St & Bedford Ave,40.71745169,-73.95850939
Grand St & Elizabeth St,40.718822,-73.99596
Forsyth St & Grand St,40.717723846,-73.993251443
Kent Ave & Grand St,40.72,-73.97
Lispenard St & Broadway,40.71939226,-74.00247214
63 St & 59 Dr,40.718463302,-73.901365399
Harrison St & Hudson St,40.71870987,-74.0090009
59 St & 59 Rd,40.717841506,-73.908534408
Graham Ave & Withers St,40.716904283,-73.944764256
Graham Ave & Herbert St,40.71929301,-73.94500379
Rivington St & Ridge St,40.71850211,-73.98329859
Pitt St & Stanton St,40.71926081,-73.98178024
Page Pl & Grand Ave,40.71798,-73.91818
Union Ave & N 12 St,40.719306827,-73.952435732
Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307
Allen St & Rivington St,40.72019576,-73.98997825
Delancey St & Eldridge St,40.719439983,-73.991546512
N 5 St & Wythe Ave,40.718278766,-73.961363196
Howard St & Lafayette St,40.71910537,-73.99973337
Lafayette St & Grand St,40.72028,-73.99879
Franklin St & W Broadway,40.71911552,-74.00666661
6 Ave & Walker St,40.7197920901383,-74.0052238852195
60 Pl & Flushing Ave,40.71988,-73.90556
Richardson St & N Henry St,40.71907891179564,-73.94223690032959
Frost St & Debevoise Ave,40.71882,-73.93948
Avenue D & E 3 St,40.72082834,-73.97793172
E Houston St & Columbia St,40.71978635452822,-73.97871628403664
57 St & Grand Ave,40.719151258,-73.912347674
Bayard St & Leonard St,40.71915571696044,-73.94885390996933
Manhattan Av & Leonard St,40.72084,-73.94844
Suffolk St & Stanton St,40.720597148,-73.985305548
Stanton St & Norfolk St,40.720747,-73.986274
N 10 St & Berry St,40.72,-73.96
N 12 St & Bedford Ave,40.72079821,-73.95484712
Rivington St & Chrystie St,40.721240401,-73.991999865
Forsyth St & Broome St,40.71893904,-73.99266288
Kenmare St & Elizabeth St,40.72054,-73.9949
N 5 St & Northside Piers,40.719876,-73.963865
N Moore St & Hudson St,40.71996118117138,-74.00844320654869
Greenwich St & Hubert St,40.721319,-74.010065
North Moore St & Greenwich St,40.72019521437465,-74.0103006362915
Grand Ave & 58 Ave,40.72098,-73.90701
Engert Ave & McGuinness Blvd,40.721624732,-73.945454478
Monitor St & Meeker Ave,40.721226,-73.941845
E 2 St & Avenue C,40.7208736,-73.98085795
Driggs Ave & Lorimer St,40.72179134,-73.9504154
Allen St & Stanton St,40.722055,-73.989111
Kent Ave & N 7 St,40.72036775298455,-73.96165072917938
N 11 St & Kent Ave,40.72248188638219,-73.95921930670738
Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504
Grand St & Greene St,40.72170005235607,-74.00238141417502
6 Ave & Canal St,40.72243797,-74.00566443
Fresh Pond Rd & Flushing Ave,40.721406221,-73.9029423
Morgan Ave & Lombardy St,40.72226,-73.93889
Ave D & E 8 St,40.72368361,-73.97574813
E 6 St & Avenue D,40.722280264,-73.976617455
Washington St & Laight St,40.72231,-74.0106
57 Rd & 59 St,40.72249,-73.90854
57 Rd & 58 St,40.72235,-73.91215
E 2 St & Avenue B,40.722078681,-73.983500838
E 4 St & Ave B,40.723463893,-73.983109355
N 15 St & Wythe Ave,40.724055,-73.955736
Stanton St & Chrystie St,40.722271681,-73.991357565
Mercer St & Spring St,40.72362738,-73.99949601
Laight St & Hudson St,40.72185379,-74.00771779
56 Dr & 61 St,40.72368,-73.90458
Driggs Ave & N Henry St,40.72325,-73.94308
E 7 St & Ave C,40.72412944090093,-73.97901266813278
E 5 St & Avenue C,40.72299208,-73.97995466
58 St & 56 Dr,40.72419,-73.91244
Bedford Ave & Nassau Ave,40.72311651,-73.95212324
Leonard St & Nassau Ave,40.724025607,-73.949825048
E 3 St & 1 Ave,40.72467721,-73.98783413
E 2 St & Avenue A,40.723196626,-73.985870838
Wythe Ave & N 13 St,40.72,-73.96
Mott St & Prince St,40.72317958,-73.99480012
Lafayette St & Jersey St,40.72456089,-73.99565293
W Broadway & Spring St,40.72494672359416,-74.00165855884552
West Broadway & Watts St,40.72323,-74.00314
Grand Ave & Remsen Pl,40.723544121,-73.899813533
Van Dam St & Meeker Ave,40.72532,-73.9368
Avenue D & E 12 St,40.72580614,-73.97422494
Avenue D & E 10 St,40.725129366,-73.975162148
Watts St & Greenwich St,40.72405549,-74.00965965
56 Dr & 59 St,40.72403,-73.90853
55 Dr & Maurice Ave,40.7261,-73.90917
Nassau Ave & Russell St,40.72557,-73.94434
E 6 St & Avenue B,40.724611282,-73.982004404
E 7 St & Ave B,40.7251285241158,-73.98131668567657
E 1 St & 1 Ave,40.72335597960796,-73.98864984512329
E 2 St & 2 Ave,40.72502876,-73.99069656
E 4 St & 2 Ave,40.7262807,-73.98978041
Greene St & Prince St,40.72511734422387,-73.99930492043495
6 Ave & Broome St,40.72431,-74.00473
61 St & Borden Ave,40.72558,-73.90417
63 St & Borden Ave,40.73,-73.9
Kingsland Ave & Nassau Ave,40.72577,-73.94173
E 9 St & Avenue C,40.72521311,-73.97768752
E 12 St & Ave C,40.727243,-73.976831
Nassau Ave & Newell St,40.724793673,-73.947645426
E 5 St & Ave A,40.72479007746337,-73.98430064320564
E 7 St & Avenue A,40.726132035,-73.983634591
St Marks Pl & 1 Ave,40.72779126,-73.98564945
1 Ave & E 6 St,40.72633085971696,-73.98616880178452
Banker St & Meserole Ave,40.726051927,-73.956161499
Great Jones St,40.727405787,-73.994027615
E 1 St & Bowery,40.72486122254819,-73.99213135242462
W Broadway & W Houston St,40.726378,-74.000472
Spring St & Hudson St,40.72583996792375,-74.0076532959938
N Henry St & Norman Ave,40.7277,-73.94395
E 10 St & Avenue A,40.72740794,-73.98142006
E 11 St & Avenue B,40.72746420692392,-73.97950418293476
Meserole Ave & Manhattan Ave,40.72708584,-73.95299117
Norman Ave & Leonard St,40.73,-73.95
St Marks Pl & 2 Ave,40.7284186,-73.98713956
E 6 St & 2 Ave,40.72737869323223,-73.98840844631195
Mercer St & Bleecker St,40.72706363348306,-73.99662137031554
Bleecker St & Crosby St,40.726156,-73.995102
MacDougal St & Prince St,40.72710258,-74.00297088
King St & Varick St,40.727526188,-74.005055904
64 St & 53 Dr,40.728999734,-73.901341319
Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603
Ave A & E 11 St,40.72854745023944,-73.98175925016403
Calyer St & Guernsey St,40.72755807335852,-73.95505852997303
Cooper Square & Astor Pl,40.72951496224949,-73.99075269699097
E 5 St & Cooper Sq,40.72769,-73.990993
Sullivan St & Washington Sq,40.730124474,-73.99897635
Thompson St & Bleecker St,40.72840059450829,-73.99968780577183
LaGuardia Pl & W 3 St,40.72917025,-73.99810231
Greenwich St & W Houston St,40.728846,-74.008591
Maurice Ave & 53 Dr,40.73028,-73.90421
E 14 St & Avenue B,40.729430199,-73.977864027
Calyer St & Jewel St,40.72984,-73.94839
E 10 St & 2 Ave,40.72970805644994,-73.9865979552269
E 11 St & 1 Ave,40.72953837,-73.98426726
Milton St & Franklin St,40.72906,-73.95779
Greenpoint Ave & West St,40.73,-73.96
Washington Pl & Broadway,40.72903917,-73.99404649
Washington Square E,40.730262876,-73.996048689
University Pl & E 8 St,40.73143724085228,-73.99490341544151
Carmine St & 6 Ave,40.73038599,-74.00214988
Ave C & E 16 St,40.729787469,-73.974554658
Morton St & Washington St,40.73115,-74.00887
1 Ave & E 16 St,40.73221853,-73.98165557
E 13 St & Avenue A,40.72966729392978,-73.98067966103554
E 14 St & 1 Ave,40.731672049,-73.98288703
Ave A & E 14 St,40.729984999,-73.980594873
Greenpoint Ave & Manhattan Ave,40.73026,-73.95394
Kent St & McGuinness Blvd,40.731267333,-73.95158124
E 12 St & 3 Ave,40.732416153,-73.988877892
Lafayette St & E 8 St,40.73020660529954,-73.99102628231049
4 Ave & E 12 St,40.732647,-73.99011
E 11 St & 3 Ave,40.73127,-73.98849
India St Pier,40.731734785883454,-73.9612390102593
MacDougal St & Washington Sq,40.73226398,-73.99852205
Barrow St & Hudson St,40.73172428,-74.00674436
7 Ave S & Bleecker St,40.73213896287381,-74.00363802909851
E 13 St & 2 Ave,40.73153937464073,-73.9853024482727
India St & Manhattan Ave,40.73232194,-73.9550858
Washington Pl & 6 Ave,40.732173324,-74.000104666
Christopher St & Greenwich St,40.73291553,-74.00711384
W 10 St & Washington St,40.73342399437081,-74.00851495563984
Washington St & Barrow St,40.73191132323174,-74.008769094944
Greenpoint Ave & Monitor St,40.73224,-73.94383
1 Ave & E 18 St,40.733893991,-73.980549812
Stuyvesant Walk & 1 Av Loop,40.732339777151054,-73.97898383438587
Green St & McGuinness Blvd,40.73396,-73.95204
E 15 St & 3 Ave,40.734327793,-73.98769033
Huron St & Franklin St,40.73266,-73.95826
E 9 St & 5 Ave,40.73275887045087,-73.99581670761108
W 4 St & 7 Ave S,40.733942628,-74.002875447
Tyler Ave & Maurice Ave,40.73392868,-73.901325822
Van Dam St & Greenpoint Ave,40.73443564069459,-73.93790781497955
E 20 St & FDR Dr,40.733208626522426,-73.9756813647
E 17 St & 2 Ave,40.73431166276575,-73.98372530937195
Eagle St & Manhattan Ave,40.735138655,-73.954951406
Broadway & E 14 St,40.73454567,-73.99074142
University Pl & E 14 St,40.734814,-73.992085
W 11 St & 6 Ave,40.73532427,-73.99800419
Greenwich Ave & Charles St,40.735238,-74.000271
Bradley Ave & Greenpoint Ave,40.73565914819229,-73.93478840589523
Greenwich St & Perry St,40.73498,-74.00697
Perry St & Bleecker St,40.73535398,-74.00483091
Bank St & Hudson St,40.736493111,-74.006110907
51 Ave & 61 St,40.73568,-73.90387
E 23 St & 1 Ave,40.736581445,-73.978271127
E 19 St & 3 Ave,40.73624527,-73.98473765
E 16 St & Irving Pl,40.735367055605394,-73.98797392845154
Franklin St & Dupont St,40.73564,-73.95866
W 13 St & 5 Ave,40.735480189,-73.994522452
Perry St & Greenwich Ave,40.735918,-74.000939
64 St & 51 Ave,40.73577,-73.90184
50 Ave & 65 St,40.73707,-73.90077
Bank St & Washington St,40.7361967,-74.00859207
E 20 St & 2 Ave,40.73587678,-73.98205027
E 22 St & 2 Ave,40.736686826,-73.980968118
McGuinness Blvd & Eagle St,40.73555,-73.95284
E 17 St & Broadway,40.73704984,-73.99009296
43 St & 50 Ave,40.737978101,-73.922775745
W 15 St & 6 Ave,40.738046142482766,-73.99642959237099
36 St & Hunters Point Ave,40.737968206,-73.930161595
W 12 St & Hudson St,40.73752993301071,-74.00558933615685
61 St & Laurel Hill Blvd,40.7388,-73.90338
Borden Ave & Review Ave,40.73866345465306,-73.94093804061413
E 27 St & 1 Ave,40.739445,-73.976806
E 25 St & 1 Ave,40.738012671,-73.977152109
Gramercy Park N & Gramercy Park E,40.73795,-73.98509
48 St & 50 Ave,40.737432718,-73.918036819
Ash St & Manhattan Ave,40.74,-73.95
E 16 St & 5 Ave,40.73726186,-73.99238967
39 St & 50 Ave,40.73824937345944,-73.92737478017807
W 13 St & 7 Ave,40.73781509,-73.99994661
W 15 St & 7 Ave,40.73920548,-73.999447107
31 Pl & Hunters Point Ave,40.74021356884924,-73.93537044525146
Washington St & Gansevoort St,40.739323,-74.008119
E 25 St & 2 Ave,40.73912601,-73.97973776
E 20 St & Park Ave,40.73827428,-73.98751968
44 St & 48 Ave,40.73941387498411,-73.92131969332695
W 18 St & 6 Ave,40.73971301,-73.99456405
48 Ave & 37 St,40.740324616,-73.929044604
Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103
8 Ave & W 16 St,40.740756989,-74.001898646
Gansevoort St & Hudson St,40.73944820130404,-74.00507032871246
30 St & 48 Ave,40.741319776,-73.938009143
1 Ave & E 30 St,40.741484523,-73.975349903
Lexington Ave & E 24 St,40.74025878,-73.98409214
Lexington Ave & E 26 St,40.741742611,-73.983242512
E 26 St & 3 Ave,40.740592003,-73.981550217
47 Ave & 48 St,40.740831733,-73.917045355
W 20 St & 5 Ave,40.73972989238724,-73.99103969335556
Broadway & E 21 St,40.740014553,-73.98941803
Broadway & E 19 St,40.738662362,-73.990030289
48 Ave & 41 St,40.73985995699164,-73.92400324344635
W 17 St & 7 Ave,40.74056423633952,-73.99852573871613
69 St & 43 Ave,40.741919398,-73.895656466
34 St & 48 Ave,40.740782261,-73.931537271
Hudson St & W 13 St,40.74005708567285,-74.0052741765976
W 15 St & 10 Ave,40.74275382865903,-74.00747358798981
61 St & Queens Blvd,40.74091,-73.90273
2 Ave & E 29 St,40.74172351097472,-73.97809267044067
49 Ave & 21 St,40.74252,-73.948852
Madison Ave & E 26 St,40.742654324,-73.986786485
E 27 St & Park Ave S,40.74275179648995,-73.9847157150507
Greenpoint Ave & 47 St,40.7424,-73.91808
44 St & Greenpoint Ave,40.741084218,-73.921030521
5 St & 51 Ave,40.7423737,-73.9566
W 21 St & 6 Ave,40.741686225,-73.994040489
72 St & Woodside Ave,40.742910028,-73.892920971
36 St & 47 Ave,40.742192149,-73.92940855
39 St & 47 Ave,40.742211103,-73.926647544
W 17 St & 8 Ave,40.74177603,-74.00149746
65 Pl & Woodside Ave,40.74332571,-73.899047256
47 Ave & 31 St,40.743014097,-73.935451508
10 Ave & W 14 St,40.74198159994023,-74.00831580162048
Queens Blvd & 56 St,40.741892219,-73.908873081
57 St & 43 Ave,40.743101478,-73.908059239
Lexington Ave & E 29 St,40.743134022,-73.982083797
51 St & Queens Blvd,40.7429,-73.91395
Vernon Blvd & 50 Ave,40.74232744,-73.95411749
Broadway & W 25 St,40.742726803,-73.989031672
40 St & Queens Blvd,40.743426085,-73.924335122
Center Blvd & 51 Ave,40.74336608027021,-73.95960688591003
W 20 St & 7 Ave,40.74238787,-73.99726235
Woodside Ave & 69 St,40.742853761,-73.896018028
33 St & 47 Ave,40.74283,-73.9321
33 St & Queens Blvd,40.7443653191867,-73.93172398209572
W 18 St & 9 Ave,40.7435337324616,-74.00367558002472
9 Ave & W 18 St,40.74317449,-74.00366443
62 St & 43 Ave,40.74261,-73.903
61 St & Woodside Ave,40.74501,-73.9036
2 Ave & E 31 St,40.74290902,-73.97706058
E 33 St & 1 Ave,40.74322681432173,-73.97449783980846
53 St & Roosevelt Ave,40.7445786,-73.911445498
Jackson Ave & 46 Rd,40.74524768,-73.94733276
E 30 St & Park Ave S,40.74444921,-73.98303529
43 Ave & 47 St,40.7448062877224,-73.91728967428207
46 St & Queens Blvd,40.74349759836971,-73.91860529780388
48 Ave & 5 St,40.744391561,-73.955674648
Vernon Blvd & 47 Rd,40.745044708,-73.953467846
W 25 St & 6 Ave,40.74395411,-73.99144871
W 27 St & 6 Ave,40.74526,-73.99062
39 St & Queens Blvd,40.744333863,-73.925994873
W 22 St & 8 Ave,40.744792938,-73.999265313
W 20 St & 8 Ave,40.74345335,-74.00004031
8 Ave & W 24 St,40.74591072834279,-73.99807110428809
41 Ave & 67 St,40.74446,-73.89764
31 St & Thomson Ave,40.744571686,-73.935594916
FDR Drive & E 35 St,40.744219,-73.97121214
W 16 St & The High Line,40.74334935,-74.00681753
57 St & Woodside Ave,40.745778441,-73.907394767
Woodside Ave & Roosevelt Ave,40.74549,-73.90605
Woodside Ave & 60 St,40.74521,-73.90462
47 Ave & Skillman Ave,40.743688822,-73.94189322
E 31 St & 3 Ave,40.74394314,-73.97966069
51 St & 43 Ave,40.74451,-73.91412
W 27 St & 7 Ave,40.746647,-73.993915
5 Ave & E 29 St,40.7451677,-73.98683077
43 Ave & 42 St,40.74534682580983,-73.9219419658184
Center Blvd & 48 Ave,40.745038,-73.957539
W 24 St & 7 Ave,40.74487634,-73.99529885
72 St & 41 Ave,40.744564176,-73.893700719
36 St & Queens Blvd,40.743997097,-73.929027677
9 Ave & W 22 St,40.745643258,-74.001855731
65 St & Roosevelt Ave,40.745736361,-73.899163485
Woodside Ave & 55 St,40.74679,-73.90893
Skillman Ave & 54 St,40.745502,-73.909887
E 32 St & Park Ave,40.74549377,-73.981623411
48 St & Skillman Ave,40.74622874694195,-73.91616314649582
46 Ave & 5 St,40.74731,-73.95451
Broadway & W 29 St,40.746502757,-73.988625646
43 Ave & 40 St,40.74562,-73.92402
W 26 St & 8 Ave,40.74734825,-73.99723551
8 Ave & W 27 St,40.747968,-73.996637
W 25 St & 8 Ave,40.74653697,-73.997184515
69 St & 38 Ave,40.746709228,-73.896561146
Skillman Ave & 43 Ave,40.74653761978055,-73.93215849995613
1 Ave & E 39 St,40.747235179,-73.97108984
W 20 St & 10 Ave,40.745582342,-74.005158901
W 22 St & 10 Ave,40.74691959,-74.00451887
61 St & 39 Ave,40.7471,-73.9028
27 St & Hunter St,40.7485,-73.941275
Lexington Ave & E 36 St,40.7475739589548,-73.9788007736206
39 Dr & 52 St,40.74732,-73.91197
45 Rd & 11 St,40.74708586,-73.94977234
45 Ave & 21 St,40.74737075646803,-73.94777297973631
E 33 St & 5 Ave,40.74765947,-73.98490707
43 St & Skillman Ave,40.74692675687384,-73.9208248257637
W 31 St & 7 Ave,40.749156,-73.9916
Skillman Ave & Honeywell St,40.7471482490328,-73.92902433872223
W 25 St & 9 Ave,40.74783260583772,-74.0005722643582
37 Ave & 63 St,40.748991132,-73.900052428
E 39 St & 2 Ave,40.74803319428767,-73.973827958107
39 Ave & 56 St,40.74838,-73.90699
44 Dr & Jackson Ave,40.74718234,-73.9432635
48 St & Barnett Ave,40.75001640425933,-73.91540944576263
9 St & 44 Rd,40.74966,-73.9521
6 Ave & W 33 St,40.74901271,-73.98848395
6 Ave & W 34 St,40.749668837,-73.988051534
W 30 St & 8 Ave,40.74965268472847,-73.9952078461647
1 Ave & E 44 St,40.749787569,-73.96925211
W 26 St & 10 Ave,40.749717753,-74.002950346
60 St & 37 Ave,40.74958,-73.90256
E 39 St & Lexington Ave,40.7494985460252,-73.97729203113158
39 Ave & 54 St,40.74891,-73.90899
21 St & 43 Ave,40.75052534,-73.94594845
W 37 St & 5 Ave,40.75038009,-73.98338988
E 35 St & Madison Ave,40.74848023448579,-73.98255586624146
43 St & 37 Ave,40.750181,-73.919998
39 Ave & 45 St,40.74947822183477,-73.91826465725897
W 29 St & 9 Ave,40.750126839,-73.998430371
65 St & 35 Ave,40.75053,-73.8977
65 St & Broadway,40.7493722738996,-73.89738768339157
E 43 St & 2 Ave,40.75022392,-73.97121414
E 44 St & 2 Ave,40.75118387463277,-73.97138714790344
11 Ave & W 27 St,40.751396,-74.005226
57 St & 37 Ave,40.75054729,-73.90517056
Queens Plaza North & Crescent St,40.751162887,-73.940830946
E 41 St & Madison Ave (SE corner),40.752049,-73.979635
E 40 St & Park Ave,40.750756,-73.978326
48 St & 37 Ave,40.751555,-73.915026
50 St & Barnett Ave,40.750097682094825,-73.91349703073502
11 St & 43 Ave,40.75193119,-73.94783473
Broadway & W 36 St,40.75097711,-73.98765428
Broadway & W 37 St,40.75172632,-73.98753523
W 37 St & Broadway,40.75227093837409,-73.98770570755005
8 Ave & W 31 St,40.7505853470215,-73.9946848154068
8 Ave & W 33 St,40.751551,-73.993934
34 St & 38 Ave,40.752377033,-73.929898381
10 Ave & W 28 St,40.750280619,-74.002088904
W 30 St & 10 Ave,40.752694,-74.002353
